Neurog3>0_raw,Neurog3>0_scaled,cell,cell_ontology_class,cell_ontology_id,cluster.ids,free_annotation,mouse.id,mouse.sex,plate.barcode,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids,subtissue,tissue,tissue_tSNE_1,tissue_tSNE_2
,,J3.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,6.2555417531318165,-27.06082159541882
,,J3.MAA000779.3_11_M.1.1,B cell,CL:0000236,4,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-6.258976441415738,-5.05869102418928
,,J4.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,14.097414131865532,-2.981338647410287
,,J4.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,23.97424906187864,-11.205075936228454
,,J4.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,13.773056513301368,-9.720015277632124
,,J4.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,18.58888908293621,19.16526675895149
,,J5.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,11.511431974225037,8.904429089339743
,,J5.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,5.73407557010107,23.442094442291552
,,J5.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,6.853666046233528,21.778523412643914
,,J6.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,16.476354545376726,-6.963291045838446
,,J6.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-11.748029928493024,-20.624080323410205
,,J6.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,20.61032432744771,23.162876538643676
,,J7.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,19.03802797166768,-15.334671697765687
,,J7.B001750.3_38_F.1.1,macrophage,CL:0000235,5,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-18.22323638511979,-42.01659354213546
,,J8.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,11.776686530380454,8.66447588957565
,,J8.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,29.898622209681783,1.188770187596642
,,J8.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,23.610777805186963,-13.285713064645774
,,J9.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,6.7199721703250885,19.367051795718673
,,J9.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,27.914168518447603,8.883405130149576
,,J9.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,3.61389935171638,14.013745050556109
,,J9.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,11.086896839625584,-21.307989971651832
,,K1.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,21.966782538739857,8.586822993395637
,,K1.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,16.092154947092016,-7.208119488872894
,,K1.MAA000776.3_10_M.1.1,B cell,CL:0000236,4,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-14.464687053327374,-1.451346311148762
,,K1.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,25.153747228581253,1.7535117326168983
,,K10.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,17.000513430960588,-20.661581596407466
,,K10.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.15196839389249,25.99585607639853
,,K11.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,9.823894647563945,4.861336990873138
,,K11.B001750.3_38_F.1.1,macrophage,CL:0000235,5,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-17.557858032892412,-42.20814170440217
,,K11.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,23.67261947723339,15.540227362778944
,,K11.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-20.86918819535201,-12.747147287280752
,,K11.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-1.4872795889655264,22.851998722681603
,,K12.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,7.385619598710139,10.419894355131836
,,K12.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,11.915927071802312,-14.8691786971906
,,K12.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,8.91152325339736,16.863404399144226
,,K12.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,13.580207864500276,19.754729067823515
,,K12.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,17.735086734172626,14.227963207367424
,,K13.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,3.2987025081750616,3.932143672890649
,,K13.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-32.539046434551786,-14.544036779730346
,,K13.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,6.11055959606775,-5.0379068345378
,,K13.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,20.369160917317267,-5.688361075299767
,,K13.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-2.199783277300185,26.26255231294876
,,K14.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,18.503235534783585,4.312110393724014
,,K14.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-26.80580918525905,-13.193778320968612
,,K14.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,22.357580248339872,4.34475462144048
,,K14.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-9.209985437531888,14.48259123602412
,,K15.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,17.131629465703174,-1.020546344546719
,,K15.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,12.97988412358103,-15.980474535742022
,,K15.MAA000559.3_8_M.1.1,B cell,CL:0000236,4,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-6.870530322644978,-5.52530891794995
,,K15.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-37.444179640956456,6.376939642450321
,,K16.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,8.754661294048221,11.654191376288786
,,K16.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,6.3253115875769925,-28.259207728818183
,,K16.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,7.893859503067357,17.411846898083102
,,K16.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,16.110461293811305,6.9107588439577325
,,K16.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-5.639350100507809,9.590393658438073
,,K17.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,0.4064291076186313,28.24765399757369
,,K17.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,5.044175265377875,-26.232011010010055
,,K17.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-10.44668739190728,17.768046710423622
,,K18.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,11.850983287210536,-19.967131655633327
,,K18.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-21.367068692358817,-16.432386004507975
,,K18.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,23.63500466387897,-0.0570957608726141
,,K18.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-5.3534007859024415,-27.486465329379648
,,K18.MAA000779.3_11_M.1.1,B cell,CL:0000236,2,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-3.6988181849641615,-30.865757484699177
,,K19.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,18.78691234020518,6.4159717396358165
,,K19.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-15.063588686526494,-20.20703632925156
,,K19.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-4.316308508200052,21.44228662372748
,,K2.B000971.3_39_F.1.1,macrophage,CL:0000235,5,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-18.044051741287845,-43.11250821421429
,,K2.B001750.3_38_F.1.1,B cell,CL:0000236,3,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-4.397165277912968,4.880139306479041
,,K2.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-31.320345252650448,-10.260214461582049
,,K2.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,15.60602873285091,5.694798740125577
,,K2.MAA000779.3_11_M.1.1,macrophage,CL:0000235,5,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-18.17145715344124,-39.262907733543464
,,K20.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,7.458199297995218,10.713762873793344
,,K20.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,25.16421941273909,5.051545994045282
,,K20.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,4.520955379023944,8.820713075101356
,,K20.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.993021356910837,13.897778613708338
,,K21.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,28.218470563234337,2.835713472973318
,,K21.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-17.64316449059676,-16.78659405706741
,,K21.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,1.444956192294125,-23.543067390969373
,,K21.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-29.68339621920926,-0.4009440848833269
,,K22.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,21.92969919737976,5.231957313928212
,,K22.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,17.0037511137724,-1.5457374625856026
,,K22.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-23.788083319858742,-18.352691519235197
,,K22.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-1.1435775208619854,21.26296672651632
,,K3.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,13.990657221078123,4.695355415327682
,,K3.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,14.538378270472991,9.0688041288715
,,K3.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,11.975034182730957,7.47956196799361
,,K3.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,4.465255361247528,-23.940618016063123
,,K3.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-6.192435058196376,26.220210267790826
,,K4.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-13.182756930434357,-20.609157857645503
,,K4.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,13.47213268692446,-24.2436691820779
,,K4.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,9.180300927854423,8.33623613334178
,,K4.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-27.74184255889929,-5.056958705263076
,,K4.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,18.303040838741047,-16.563665410670755
,,K4.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-4.241174628270722,19.49020699886087
,,K5.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,16.65908781472121,-9.6635663405961
,,K5.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-25.470105503386897,-7.274123631761523
,,K5.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-15.494271321740383,-18.789148226270942
,,K5.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-3.6141643490188815,-30.330924659762392
,,K5.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,1.1764774792896886,0.0831246821590769
,,K6.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-25.692640094076985,-5.045925833329223
,,K6.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,4.2760376771578725,29.08457884850452
,,K6.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,16.315131514809448,-16.75600612345848
,,K6.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-11.92762883928982,18.321433574097014
,,K7.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,11.586905498805288,10.613981157193193
,,K7.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-35.45607284360661,-7.039151890270023
,,K7.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-14.702506062905062,-21.601233306249338
,,K7.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,5.088269292935659,30.79704650496337
,,K7.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,21.758136315902934,23.88891810194147
,,K7.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.313856825305411,16.585815652884257
,,K8.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,23.92298627156048,18.14701943236913
,,K8.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-30.763660509522392,-6.5906468056185625
,,K8.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-8.941893889516358,-27.79712653906009
,,K8.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-27.63532065093953,-10.675743956338492
,,K8.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-12.31189582600617,17.423314075902887
,,K9.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,1.0914727827627329,-30.114960698443088
,,K9.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,25.371271303027395,2.8508575759328902
,,K9.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,2.2612919769483413,-23.83689898052023
,,K9.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,25.280713112704703,3.9308716780611306
,,K9.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-5.265992610655781,28.030996918444423
,,L1.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,6.7606321255283675,19.80910296556802
,,L1.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,6.789820711705537,-24.756388169309112
,,L1.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-19.18206430467369,-16.970037561537175
,,L1.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,23.994873078571324,-11.944117553378591
,,L1.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-6.0623518872379645,26.38615724509017
,,L10.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,8.674000696637936,13.656570707295172
,,L10.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-32.459479346875824,-9.569827501953585
,,L10.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,22.53047606553139,11.851876792219429
,,L10.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-15.54515589556607,10.739347370020411
,,L11.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,7.256833132848499,14.529296572231225
,,L11.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,17.329040150147865,-22.29985036558055
,,L11.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,19.857727428673385,-12.535678150337532
,,L11.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,13.288455292973175,24.05982655768548
,,L12.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,11.220516767130745,2.1868154563616877
,,L12.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-22.741925983353127,-17.393603944329648
,,L12.MAA000508.3_9_M.1.1,B cell,CL:0000236,4,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-6.205907212260361,-6.968231951310448
,,L12.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,13.399059569119888,20.163331826164804
,,L12.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,4.519373091064897,9.084527233874915
,,L12.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-4.627768355410126,10.880080069607612
,,L13.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,5.930630384606935,28.46201212227536
,,L13.MAA000779.3_11_M.1.1,B cell,CL:0000236,2,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,13.461924835438776,-7.325916522936852
,,L14.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,12.631724504295116,-9.831887280042633
,,L14.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-0.0762819186369359,-28.21723883412508
,,L14.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-26.35288275255901,-17.48167824678345
,,L14.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,8.536241794387374,16.805879318940868
,,L14.MAA000779.3_11_M.1.1,B cell,CL:0000236,2,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-0.3334636242505969,-27.72428869224218
,,L15.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-28.79889088214179,-9.498166979242416
,,L15.B001750.3_38_F.1.1,macrophage,CL:0000235,5,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-18.111645376628033,-42.49811309633061
,,L15.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-32.276545043442106,-4.880771272463278
,,L15.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-40.86718816006075,2.838524460403837
,,L16.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,8.005355043204618,7.611793642885392
,,L16.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,18.964735866046468,-15.185030759681668
,,L16.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,13.860759873067876,-21.01335164402272
,,L16.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-28.69489772486801,-0.1479923081979195
,,L17.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,2.039144664259939,6.388224116767487
,,L17.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-11.312759627612596,-19.150800819053103
,,L17.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,16.47295065095209,-16.483045937357087
,,L17.MAA000779.3_11_M.1.1,B cell,CL:0000236,4,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-7.320734920643027,-3.782893296884163
,,L18.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,10.799110308417726,-22.036748890930017
,,L18.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-31.039206268676327,-11.94462050704404
,,L18.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-17.456871989332775,-18.77940908828554
,,L18.MAA000559.3_8_M.1.1,B cell,CL:0000236,3,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-6.673024135056592,3.715282578229029
,,L18.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-0.4041172732867213,-28.98436413629869
,,L18.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-3.4808675754824487,24.203083996044388
,,L19.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,4.888250698833167,13.760341469208946
,,L19.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,13.30822505860837,-23.85779223710239
,,L19.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-33.471145967975175,-6.788592952136698
,,L19.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-23.580275362916176,-17.115774432299663
,,L19.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-16.77231459835675,12.64181151434568
,,L2.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,19.352494095553933,3.522747419423005
,,L2.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-25.29304993313898,-17.000808599369634
,,L2.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-31.25707056004045,-4.5025603860155305
